true_sentiment,title
Negative,AUDUSD justifies riskbarometer status around 06670 as recession woes loom US NFP eyed
Neutral,Japan FinMin Suzuki I hope the BoJ maintains suitable policy
Negative,USDJPY ignores yields to slip beneath 13200 as Japan’s real wages drop at a slower pace US NFP eyed
Neutral,Japan’s Matsuno Hope BoJ Governor Ueda two Deputy Governors will work as one team
Neutral,China’s SAFE Will fend off external financial market shocks and risks
Neutral,AUDUSD Price Analysis Portrays preNFP consolidation above 06650
Positive,EURUSD Price Analysis Advocates further upside ahead of US NFP 10930 is the key
Neutral,China’s Commerce Ministry urges Australia to treat all firms including TikTok fairly
Neutral,BoJ JGBs holdings hit record in March
Negative,USDJPY Wellset for weekly loss near 13150 Kuroda’s retirement speech US NFP in focus
Neutral,IMF’s Georgieva Appropriate to give more flexibility to BoJ’s monetary policy
Neutral,GBPUSD clings to mild gains around mid12400s amid BoE vs Fed talks ahead of US NFP
Positive,BoJ’s Kuroda Japan seeing broadening trend where rising inflation is being reflected in wages
Negative,EURUSD edges lower on Good Friday United States Nonfarm Payrolls eyed
Positive,EURUSD bounces ahead of the 100 hour MA target
Neutral,USDJPY All about the curve – TDS
Negative,EURUSD drops to fourday lows after NFP as USD strengthens
Negative,GBPUSD falls to new fourday lows on a soft US jobs report as the US Dollar climbs
Positive,USDJPY surges to a 3day high on sluggish US Nonfarm Payrolls report
Positive,AUDUSD rebounds from weekly lows back to 06670 after US jobs report
Neutral,Forex Today After NFP attention turns to US inflation and global growth concerns
Neutral,EURUSD tumbled in late trading yet printed 061 gains for the week
Neutral,AUDUSD remains sideways around 06660 amid extended weekend China Inflation eyed
Neutral,EURUSD stays defensive around 10900 despite hawkish ECB US inflation Fed Minutes eyed
Negative,GBPUSD Price Analysis 12400 cushion looks fragile amid geopolitical tensions
Negative,AUDUSD Price Analysis Fades bounce off 618 Fibonacci retracement below 06700
Positive,USDJPY drives to 13250 as US Employment data supports more rate hikes from Fed
Neutral,EURUSD struggles to justify upbeat options market signals near 10900
Negative,GBPUSD surrenders gains as USD Index extends recovery ahead of US Inflation
Neutral,Japan’s Matsuno BoJ will implement appropriate monetary policy in collaboration with government
Positive,USDJPY Price Analysis Bulls eye another battle with 50DMA hurdle surrounding 13300
Negative,EURUSD drops below 10900 as investors turn cautious ahead of US Inflation
Negative,GBPUSD extends fourday downtrend to 12400 despite Easter Monday holiday
Neutral,AUDUSD clings to mild losses below 06700 as Chinainflicted risk aversion fades amid illiquid markets
Neutral,EURUSD Price Analysis 10DMA prods intraday sellers 10850 is the last defense for bulls
Positive,USDJPY trims a part of intraday gains to fourday high holds above 13200 mark
Neutral,GBPUSD sticks to modest intraday gains above 12400 lacks followthrough
Neutral,New BoJ Governor Ueda Discussed the need to guide policy flexibly given economic uncertainty
Positive,AUDUSD recovers further from twoweek low climbs to 0667580 area amid softer USD
Neutral,BoJs Ueda BoJ faces task of making various efforts to sustain monetary easing
Positive,BoJs Ueda Want to avoid sudden normalisation in policy
Negative,EURUSD tilts more to the downside in early US trading
Negative,EURUSD drops to oneweek low closer to mid10800s amid notable USD strength
Neutral,USDJPY runs higher in early US trading. What next for the pair?
Positive,USDJPY jumps closer to 100 DMA barrier near mid13300s amid broad based USD strength
Negative,GBPUSD outlook: Key levels to watch as sellers gain momentum
Negative,GBPUSD slides to one week lows near 12340 as Dollar strengthens
Neutral,ECBs de Cos Core inflation in Eurozone to remain elevated
Neutral,EURUSD stabilizes near mid10800s after setting weekly low
Negative,AUDUSD under pressure around 06640
Positive,USDJPY extends above its 100 day moving average
Negative,GBPUSD stays below 12400 in a slow start to the week
Negative,AUDUSD moves back to retest the low from Friday's trading
Negative,Forex Today US Dollar strengthens ahead of US Inflation
Negative,AUDUSD grinds lower towards 06600 amid firmer US Dollar riskoff mood ahead of China inflation
Positive,EURUSD scales above 10860 ahead of Eurozone Retail Sales and US Inflation
Neutral,GBPUSD Price Analysis Recovery remains elusive below 12405 immediate hurdle
Neutral,Japan FinMin Suzuki Inappropriate to guide fiscal policy by depending on BoJ debt buying
Neutral,AUDUSD Price Analysis Bounces off fortnightlong support but 06700 is the key to upside
Positive,USDJPY skids below 13350 upside looks favored as BoJ supports expansionary policy
Neutral,EURUSD Price Analysis Bounces off 1084045 support confluence
Neutral,China’s CPI softens to 07 YoY in March vs 10 expected
Negative,AUDUSD drops below 06650 as China’s Inflation decelerates further to 07
Neutral,Warren Buffett considering additional investment in Japanese stocks – Nikkei
Positive,Australia reaches an agreement with China to settle dispute over barley
Positive,USDJPY Price Analysis Reverses from three week old horizontal hurdle 200SMA towards 13300
Positive,EURUSD approaches 10900 amid upbeat market mood ahead of US Inflation
Positive,AUDUSD looks to regain 06700 as upbeat Aussie data barley deal joins US Dollar retreat
Neutral,EURUSD Solid support emerges at 10790 – UOB
Negative,GBPUSD faces further consolidation near term – UOB
Positive,EURUSD rebound aims for 10930 as US Dollar traces retreat in Treasury bond yields
Positive,GBPUSD shifts business above 12400 as anxiety among investors ahead of US Inflation recedes
Neutral,USDJPY Extra range bound in the pipeline – UOB
Neutral,French FinMin Le Maire reaffirms target to lower inflation in 2023
Negative,A relatively more restrictive Fed with a fall in inflation the best situation for USD bulls  – Commerzbank
Positive,AUDUSD clings to gains near 06670 area amid softer USD upside seems limited
Neutral,Yen only likely to appreciate longterm if there is early move away from current monetary policy – Commerzbank
Positive,EURUSD can edge back up to the 1093050 area today – ING
Negative,USDJPY flirts with daily low around 13300 mark amid notable USD supply
Neutral,Eurozone Sentix Investor Confidence Index improves to 87 in April vs 99 expected
Positive,EURUSD looks bid and regains the 10900 mark and above
Negative,GBPUSD may struggle to sustain a break above 125 this quarter – ING
Negative,Eurozone Retail Sales drop 30 YoY in March vs 35 expected
Negative,AUDUSD No confidence for a sustained return over 070 in the shortterm – SocGen
Neutral,Current CEE FX rally to start running out of steam – ING
Neutral,EURUSD Sideways shuffle and subdued volatility until the May ECB and FOMC meetings – SocGen
Neutral,CFTC data point towards the CAD for those who want to buy an unloved currency – SocGen
Negative,USDJPY Any Yen weakness on the back of maintaining policy settings unlikely to prove sustainable – MUFG
Positive,EURUSD A push to 110 remains the objective – Scotiabank
Positive,US Dollar loses strength ahead of key US CPI data
Positive,GBPUSD Broader uptrend is set to resume – Scotiabank
Neutral,GBPUSD eases from daily peak still well bid above 12400 amid broad based USD weakness
Positive,GBPUSD Short covering and seasonal factors could keep Cable in the ascendancy this week – SocGen
Positive,EURUSD Price Analysis Next on the upside aligns 10973
Positive,EURUSD to rise sustainably in H2 toward 115 by yearend – ING
Neutral,The EURUSD and the GBPUSD move back toward the 100/200 hour MAs
Neutral,GBPUSD may bounce around in a 120125 range in Q2 – ING
Neutral,AUDUSD holds steady above mid06600s amid positive risk tone weaker USD
Neutral,AUDUSD reverses the declines from yesterday and runs into a cluster of resistance
Negative,USDJPY to drop toward 128 by end June – ING
Positive,EURUSD extends to the highs for the day
Positive,EURUSD prints fresh daily highs but remains limited below 10930
Positive,GBPUSD bulls hope US prices have cooled eye break of 12520
Positive,USDJPY bulls take on 13380 resistance ahead of critical US CPI
Negative,Forex Today Dollar weakens before key US inflation data
Positive,EURUSD rebounds from 10900 as investors ignore US Inflationinspired anxiety
Neutral,ECB’s Villeroy Eurozone inflation at risk of getting entrenched
Neutral,AUDUSD struggles near 06650 RBA’s Bullock US inflation and Fed Minutes eyed
Positive,GBPUSD Price Analysis Gathers strength for a breakout of Falling Channel above 12460
Neutral,EURUSD Price Analysis Grinds higher past 10900 within rising wedge
Positive,USDJPY Price Analysis Bulls eye a run to test 13400 with eyes on US CPI
Positive,AUDUSD Price Analysis Breaks above 06660 as USD Index continues downside journey
Neutral,GBPUSD stays defensive above 12400 focus on US inflation BoE’s Bailey and Fed Minutes
Negative,EURUSD eases from 10930 hurdle as Fed hawks retreat on inflation concerns
Positive,GBPUSD Price Analysis Pierces oneweekold resistance line in search of fresh 2023 high
Positive,USDJPY refreshes four week high above 13400 as USD Index defends 10200 support ahead of US CPI
Neutral,Australian Treasurer Chalmers Economy will avoid recession but to slow significantly
Positive,AUDUSD marches towards 06700 on economic optimism easy inflation signals from Fed officials
Neutral,EURUSD Further range bound on the cards – UOB
Positive,RBA’s Bullock We would have paused on rates even without global banking stress
Neutral,GBPUSD clings to the nearterm consolidative phase – UOB
Positive,EURUSD refreshes day’s high above 10930 as USD Index eyes further correction US Inflation eyed
Positive,BoJ’s Uchida Will continue monetary easing in order to achieve price stability target sustainably and stably
Neutral,USDJPY Price Analysis Yen bulls take a breather on their way to 13450
Negative,Strong inflation data should support the Dollar but any rally set to end early – Commerzbank
Neutral,GBPUSD Strong barrier seen at 125 – ING
Neutral,AUDUSD has moved into a consolidative phase – UOB
Neutral,USDJPY A test of 13440 remains on the cards – UOB
Neutral,USDJPY eases from four week high near 13400 awaits US CPI and FOMC minutes
Negative,EURUSD will struggle to sustain a break above 110 this quarter – ING
Positive,EURUSD extends the weekly rebound past 10900 ahead of US data
Negative,GBPUSD Technical Analysis - Breakout Fails
Neutral,GBPUSD trades with modest losses around 12400 focus remains on US CPIFOMC minutes
Negative,US CPI A high number risks supporting the Dollar into May – ING
Neutral,EURUSD Technical Analysis
Neutral,EURCHF SNB wants a 098100 range near term – ING
Neutral,AUDUSD Technical Analysis
Negative,USDJPY finds sellers near the 200 hour MA
Neutral,USDJPY Technical Analysis
Positive,New highs for the GBPUSD
Negative,Key levels tested as GBPUSD continues its downward move
Negative,AUDUSD move above 100 day MA is short lived
Negative,AUDUSD downside momentum grows as key levels break
Neutral,FX option expiries for Apr 18 NY cut
Neutral,USDCHF trades between hourly MAs as buyers and sellers battle
Positive,USDJPY follows yields higher.
Negative,GBPUSD trades to a new session low. Tests swing area.
Neutral,AUDUSD Technical Analysis
Negative,GBPUSD faces strong contention around 12275 – UOB
Neutral,USDJPY hits fresh multi week high lacks follow through amid softer risk tone
Positive,GBPUSD sticks to stronger UK CPI led gains modest USD strength caps the upside
Positive,EURUSD rebounds into the close
Neutral,USDJPY retreats from tops above 13500 remains firm on dollar yields
Negative,USDJPY seems fundamentally overvalued – Danske Bank
Positive,GBPUSD holds in bullish grounds with BoE sentiment dominating
Negative,AUDUSD falls from recent highs on riskoff impulse due to Fed tightening estimates
Neutral,EURUSD Technical Analysis
Negative,AUDUSD Outlook remains modestly negative – Danske Bank
Positive,USDJPY Price Analysis Bulls move in on 135 the figure
Negative,GBPUSD Price Analysis Bears are moving in with eyes on 12350s
Neutral,EURUSD tests its 200 hour moving average
Neutral,GBPUSD turns sideways around 12440 as FedBoE eyes one more rate hike
Negative,AUDUSD retreats towards 06700 amid jittery markets Australia NAB Sentiment RBA’s Lowe eyed
Neutral,GBPUSD Price Analysis Cable buyers remain cautious below tested 12470 resistance
Neutral,RBA´s Lowe RBA review will assist the central bank in dealing with a complex world
Neutral,China 15 year rates unchanged as expected
Negative,AUDUSD stays below 06720 support as softer Aussie data supersedes unimpressive moves of RBA’s Lowe PBOC
Neutral,GBPUSD Technical Analysis - Rangebound
Positive,USDJPY Price Analysis Bulls move in to test bears near 13500
Neutral,USTR Tai US trade restrictions on China are narrowly targeted
Neutral,GBPUSD holds auction above 12420 amid subdued USD Index UK Retail Sales eyed
Neutral,BoJ maintains assessment for seven of Japans nine regions
Positive,AUDUSD shows inventory adjustment above 06700 as focus shifts to USAustralian SP PMI
Neutral,BoJ open to tweaking YCC this year if wage momentum holds – Reuters
Negative,USDJPY retreats towards 13450 amid sluggish yields mixed clues from BoJ Fed
Negative,GBPUSD Firm support remains at 12275 – UOB
Positive,USDJPY now targets the 13575 level near term – UOB
Neutral,GBPUSD trades with modest losses below mid12400s downside potential seems limited
Neutral,GBPUSD Whiplash: Market volatility amid strong UK inflation and technical indicators
Neutral,PBOC’s Zou Will continue implementing prudent monetary policy
Positive,EURUSD regains upside impulse and retargets 11000
Positive,Germany’s Toncar I dont see an immediate risk to financial stability
Neutral,US Treasury Sec Yellen calls for constructive and fair US economic ties with China
Neutral,USDJPY consolidates its recent gains to multiweek high flatlines above mid13400s
Positive,ECB Accounts Large majority agreed with proposal to raise key rates by 50 bps
Positive,EURUSD Price Analysis The 2023 high emerges as the big magnet for bulls
Neutral,AUDUSD holds steady above 06700 upside remains capped amid weaker risk tone
Positive,GBPUSD Price Analysis Climbs to fresh daily high above mid12400s amid weaker USD
Negative,USDJPY Upside falters just ahead of the 13500 region
Positive,Euro catches a bid to trade in upper 109s after worsethanexpected US data
Positive,AUDUSD hits weekly highs at 06770 Aussie outperforms
Positive,EURUSD gains ground as US data sparks recession fears
Neutral,USDJPY Technical Analysis
Negative,GBPUSD bears in the market as profit taking kicks in
Negative,USDJPY Price Analysis Bears lurking near 13450 for a downside correction
Neutral,Forex Today Mixed markets limit Dollar’s slide attention turns to global PMIs
Positive,AUDUSD rebounds from 06730 ahead of preliminary Australian SP PMI
Neutral,EURUSD recovers to near 10970 but is inside the woods ahead amid hawkish Fed bets
Negative,GBPUSD Price Analysis Bears take on critical trendline support
Positive,USDJPY rebounds from 13400 despite Japan’s Inflation accelerates
Negative,AUDUSD Price Analysis Bulls have thrown in the towel
Neutral,EURUSD moves sideways in consolidaiton with a focus on US data
Neutral,"EURUSD, GBPUSD and USDJPY retest MAs"
Neutral,China’s SAFE Forex market stable in Q1 cross border flows more balanced
Neutral,GBPUSD continues to juggle around 12440 ahead of UK Retail Sales
Neutral,EURUSD Price Analysis Gets set for a volatile action
Negative,AUDUSD drops below 06710 as Fed to raise rates despite deepening slowdown fears
Negative,UK Retail Sales drop by 09 MoM in March vs 05 expected
Neutral,BoJ Financial System Report Japans financial system has been maintaining stability on the whole
Negative,GBPUSD remains depressed postUK Retail Sales holds above 12400 ahead of PMIs
Negative,USDJPY drops to fourday low flirts with 50day SMA around 13370 region
Neutral,GBPUSD seen trading within 1234512510 – UOB
Neutral,AUDUSD clings to the consolidative phase – UOB
Negative,German Preliminary Manufacturing PMI drops to 440 in April vs 457 expected
Neutral,ECB’s de Guindos ECB will stick to communicating monetary policy on meeting by meeting basis
Negative,Eurozone Preliminary Manufacturing PMI declines to 455 in April vs 480 expected
Positive,BoJ likely to maintain dovish policy guidance next week – Reuters
Positive,UK Preliminary Services PMI unexpectedly jumps to 549 in April
Positive,AUDUSD lifting off. Breaks above 200 day MA
Negative,EURUSD trades slightly on the defensive near 10960
Positive,USDJPY remains poised for extra gains near term – UOB
Neutral,Euro still trading flat in mid 109s ahead of US PMI data
Positive,EURUSD looks toward 100 hour MA
Neutral,When are the SP Globals flash US PMIs and how could the data affect EURUSD
Positive,EURUSD Price Analysis Next on the upside emerges the 2023 peak
Neutral,GBPUSD pares intraday losses down a little around 12420 ahead of US PMIs
Positive,AUDUSD rebounds from weekly lows back above 06700
Positive,USDJPY jumps to fresh daily peak eyes mid13400s on upbeat US PMI prints
Negative,EURUSD drops to 10940 after US PMI data
Neutral,BoE’s Ramsden Still signs of stubbornly high inflation – The Times
Neutral,GBPUSD Price Analysis Doji candlesticks around 12430 flashes bullsbears’ indecision
Positive,Forex Today Dollar rises timidly on cautious markets
Positive,EURUSD Seen moving into a higher range after breaking 11000 – MUFG
Positive,EURUSD holds steady around 10980 as upbeat US PMIs ease recession fears
Neutral,AUDUSD buyers and sellers start to look for a break. Here's why?
Negative,AUDUSD Price Analysis Bears aligned below 06710
Neutral,BoJ plans to examine its policy taken over past decades
Neutral,EU said to get ready a ban on many goods passing through Russia
Negative,EURUSD Price Analysis Bears in the market and eye break of 10909
Neutral,GBPUSD Price Analysis Consecutive Dojis indicate indecisiveness
Negative,AUDUSD looks vulnerable below 06700 as Fed prepares for more rate hikes
Positive,USDJPY Price Analysis Bulls seeking a discount
Negative,EURUSD fails to kiss 11000 as USD Index attempts recovery US Durable Goods Orders in focus
Neutral,China’s Premier Li Highquality economic development is an intrinsic requirement of modernization
Neutral,BoJ Governor Ueda Japans consumer inflation likely nearing its peak
Negative,GBPUSD turns subdued as USD Index rebounds ahead of US Durable Goods Orders
Positive,USDJPY aims to surpass 13450 as BoJ Ueda warns Japan CPI peaking sooner
Positive,ECB’s Wunsch Central bank to keep raising interest rates unless wage growth slows – FT
Negative,AUDUSD weakens further below 06700 over one week low amid modest USD uptick
Negative,EURUSD Price Analysis Absence of a bullish momentum favors a downside bias
Neutral,GBPUSD Extra range bound in the pipeline – UOB
Neutral,AUDUSD Outlook remains mixed in the near term – UOB
Negative,USDJPY Fading probability of extra gains – UOB
Neutral,EURUSD remains capped by 11000 ahead of key data
Positive,Euro trades at top of its range after hawkish comments from ECB’s Wunsch
Negative,GBPUSD flatlines below mid12400s downside potential seems limited
Neutral,German IFO Business Climate Index improves to 936 in April vs 94 expected
Neutral,IFO’s Economist German economy far away from substantial upswing
Positive,USDJPY sticks to modest intraday gains just below mid13400s lacks followthrough
Neutral,ECB’s Villeroy Central banks’ core mandate worldwide is price stability
Neutral,ECB’s Panetta Geopolitics risk persistent inflation volatility
Neutral,Bundesbank German economy did better in Q1 of 2023 than expected
Positive,EURUSD Price Analysis Extra gains target the 11080 region
Neutral,US Chicago Fed National Activity Index unchanged at 019 in March vs 002 expected
Positive,EURUSD shows resilience: Key support levels in focus
Neutral,GBPUSD sticks to modest intraday gains around mid12400s lacks followthrough
Neutral,GBPUSD struggles amid choppy price action: Key levels to watch
Positive,EURUSD in multiday highs past 11000 as European markets draw to a close
Positive,USDJPY climbs to fresh daily high further beyond mid13400s despite weaker USD
Positive,USDJPY gains ahead of BOJ interest-rate decision: Key levels and market sentiment
Negative,AUDUSD holds below 06700 at weekly lows
Positive,EURUSD keeps the buyers in charge
Positive,GBPUSD rallies on soft US Dollar eyes on 12500
Neutral,GBPUSD ticks above swing area. Can it stay above?
Neutral,USDJPY Price Analysis Clustered market front side of bull trend but bears engaged
Positive,AUDUSD bulls attack 06700 amid holiday in Australia mixed sentiment
Positive,EURUSD eyes YTD high as US Dollar weakens on lower US Treasury yields
Positive,GBPUSD Price Analysis Renews oneweek high around 12500 within bullish channel
Negative,USDJPY corrects sharply to near 13400 despite investors anticipate a dovish BoJ policy
Neutral,AUDUSD Price Analysis Where are the bears hibernating
Positive,EURUSD Price Analysis Marches towards 11100 key psychological hurdle
Neutral,Japanese Trade Minister Want to provide support for nextgen chips as needed
Neutral,BoJ Ueda It is reasonable to continue easing with YCC
Positive,GBPUSD aims to shift auction above 12500 as USD Index eyes more downside
Neutral,Japans Cabinet Office maintains moderate view on economic recovery
Neutral,USDJPY Price Analysis Yen buyers lurk around 13400 support confluence on BoJ concerns
Negative,BoJ Governor Ueda Trend inflation remains below 2 but gradually accelerating
Negative,AUDUSD justifies risk barometer status to drop towards 06650 amid sour sentiment
Positive,EURUSD faces barricades above 11060 upside looks likely ahead of US GDP
Neutral,ECB’s Lane Beyond May 4 meeting further rate hikes will depend on data
Positive,EURUSD could climb towards the 11120 level – UOB
Positive,GBPUSD Further gains seen above 12510 – UOB
Neutral,UK PM Sunak wants EU deal on passport checks after postBrexit chaos – Bloomberg
Negative,GBPUSD corrects further to 12480 as Fed policy comes into picture ahead of US GDP
Neutral,EURUSD Price Analysis Drops toward 11000 amid overbought RSI
Negative,USDJPY shows signs of weakness above 13400 ahead of US GDP BoJ policy in focus
Neutral,USDJPY Dwindling bets for further upside – UOB
Neutral,ECB’s Villeroy Inflation will probably come down towards 2 at the end of 2024
Negative,AUDUSD Price Analysis Portrays bearish consolidation below 06700
Positive,Euro makes a date with 11075 yeartodate highs on confidenceboosting bank earnings
Neutral,GBPUSD Technical Analysis - Further Upside Contained
Neutral,EURUSD Technical Analysis
Negative,EURUSD trims gains and returns to 11020 as US Dollar recovers
Neutral,BoJ Preview New face new game – TDS
Neutral,Eurozone GDP preview A surprise in the making – Rabobank
Neutral,BoE’s Broadbent Had we seen inflation shocks coming BoE would have tightened policy sooner
Neutral,AUDUSD Technical Analysis
Neutral,EURUSD Price Analysis Attention remains on the 2023 peak
Negative,AUDUSD transit to the downside and approaches a floor area. What next?
Negative,GBPUSD sinks from weekly high as risk aversion takes hold
Negative,AUDUSD extends slide below 06630 hits twoweek lows
Negative,EURUSD plummets below 11000 amid decelerating US economy and banking crisis fears
Negative,USDJPY Price Analysis Bears in the market eye the 13320s
Neutral,Forex Today Risk aversion lifts the Yen and the US Dollar
Neutral,AUDUSD defends 06600 ahead of Australian Inflation and US Durable Goods Orders data
Negative,GBPUSD Price analysis Bears stacked up to test trendline support
Negative,EURUSD licks its wounds near 10970 after banking woes propelled the biggest daily fall in six weeks
Negative,USDJPY bears carving out a bias front side of bearish trend
Neutral,AUDUSD Price Analysis Corrective bounce seeks acceptance from 06655 hurdle and Australia inflation
Negative,EURUSD faces resistance around 10980 after a lessconfident recovery US GDP eyed
Neutral,GBPUSD bears could be looking to guard the 12420s
Neutral,BoJ Kazuo Ueda Risk of rise in inflation driven by lost of market trust in Japans finances low for now
Negative,Breaking Australia Q1 RBA trimmed mean CPI 12 QoQ misses expectations
Neutral,AUDUSD whipsaws 20 pips above 06600 on easy Australia inflation US Durable Goods Orders eyed
Negative,USDJPY Price Analysis Yen bears appear well set to refresh weekly low around 13290
Neutral,EURUSD Price Analysis Dribbles within key SMA envelope below 11000 ahead of US Durable Goods Orders
Neutral,GBPUSD stays defensive around 12400 amid banking turbulence predata positioning
Negative,AUDUSD Price Analysis Inch far from 06600 as soft Australian CPI cements steady RBA policy
Neutral,EURUSD looks sidelined for the time being – UOB
Negative,USDJPY trades with modest losses around mid13300s amid softer USD
Negative,GBPUSD Extra losses look probable below 12345 – UOB
Negative,AUDUSD Downward bias picks up pace – UOB
Positive,EURUSD regains the smile and the 11000 barrier
Positive,Euro back above 11000 as market sentiment recovers
Positive,GBPUSD climbs back above mid12400s refreshes daily high amid broadbased USD weakness
Neutral,Japan’s exCurrent Diplomat Bank of Japan has no reason to move this week
Neutral,USDJPY Technical Analysis
Neutral,USDJPY Scope for further consolidation near term – UOB
Negative,AUDUSD sticks to softer Australian CPIled losses flirts with 06600 despite weaker USD
Neutral,When are the US Durable Goods Orders and how could they affect EURUSD
Positive,EURUSD Price Analysis Immediately to the upside comes the YTD high
Positive,GBPUSD sticks to gains near daily peak comfortably above mid12400s postUS data
Neutral,RBA Data suggests it will not raise the key rate next week – Commerzbank
Negative,USDJPY drops to 13300 neighbourhood over oneweek low amid heavy USD selling
Positive,Breaking  EURUSD hits a new 13month high approaches 11100
Positive,GBPUSD bulls flush out shorts to test 125s
Neutral,AUDUSD Price Analysis Bulls could be lurking at the fresh cycle lows but continuaiton not off the table
Neutral,Forex Today A mixed US Dollar and cautious markets before crucial US data
Neutral,EURUSD finds a cushion around 11040 market mood turns cautious ahead of US GDP
Negative,USDJPY Price Analysis Bulls taking a rein check as bears eye 13280s
Negative,AUDUSD lures bears despite recent moves near 06600 banking woes US Q1 GDP eyed
Negative,GBPUSD Price Analysis Continuous failure of instability above 12500 makes Pound Sterling delicate
Neutral,ExBoJ dep gov Wakatabe Will be surprised if BoJ changes YCC Friday
Negative,EURUSD Price Analysis Bearish RSI divergence prods Euro bulls US GDP 11090 eyed
Positive,GBPUSD spikes to a new high. Looks toward the highs for the year.
Neutral,USDJPY trims losses near 13350 amid dicey yields defensive BoJ talks US GDP eyed
Negative,AUDUSD Price Analysis Retreats to 06600 as RBA to retain neutral policy stance
Negative,GBPUSD bulls take a breather below 12500 as US Q1 GDP looms
Positive,EURUSD marches towards 13month high near 11100 amid hawkish ECB bets ahead of US GDP
Neutral,AUDUSD clings to mild gains around 06600 amid banking fears anxiety ahead of US GDP
Negative,EURUSD Dwindling bets for a sustained move above 11120 – UOB
Neutral,USDJPY Price Analysis Yen pair stays defensive below 13400 within bullish channel
Positive,EURUSD Price Analysis Aims to capture 11100 as USD Index eyes more downside
Neutral,US GDP Q1 Preview First estimate effect on EURUSD
Neutral,GBPUSD Price Analysis Needs acceptance above 12500 for a fresh rally
Positive,GBPUSD Extra gains look likely above 12550 – UOB
Neutral,USDJPY clings to the sidelined trading – UOB
Positive,EURUSD extends the recovery to the 11060 region ahead of data
Neutral,Euro trades in mid 110s ahead of US GDP release
Positive,AUDUSD sticks to modest intraday gains above 06600 mark US GDP awaited
Neutral,GBPUSD remains confined in a range holds above mid12400s ahead of US GDP
Positive,EURUSD Price Analysis A test of 11100 emerges on the horizon
Positive,USDJPY spikes to 13400 mark fresh daily high postUS GDP report
Positive,EURUSD challenges 11000 postUS GDP figures
Negative,GBPUSD hangs near daily low around mid12400s amid fresh USD buying
Negative,AUDUSD erases gains after US data slides toward 06600
Negative,EURUSD Price Analysis Bears are moving in and eye a run on length
Neutral,Forex Today Market sentiment improves Uedas first BOJ meeting
Positive,USDJPY rallies to a two day high above 13400 amidst mixed US data ahead of BoJ’s decision
Neutral,AUDUSD faces barricades above 06630 as focus shifts to RBA monetary policy
Neutral,EURUSD stays defensive above 11000 as Eurozone GDP Fed’s favorite inflation loom
Positive,GBPUSD Price Analysis Cable buyers approach 12520 hurdle amid threeday uptrend
Negative,USDJPY eases below 13400 on upbeat Japan inflation Ueda’s first BoJ eyed
Neutral,EURUSD Price Analysis Extends recovery above 11030 ahead of key Eurozone data
Neutral,AUDUSD Price Analysis Marches towards previous support near 06650
Positive,GBPUSD bulls reaching for a close above 12500
Neutral,When is the BoJ and how might it affect USDJPY
Neutral,EURUSD prints predata anxiety near 11030 as Eurozone GDP US inflation clues loom
Positive,Breaking BoJ steers policy on a steady course USDJPY jumps
Negative,BoJ Quarterly Outlook Report Uncertainty over Japans economy extremely high
Positive,USDJPY jumps 100 pips to mid13400s on BoJ status quo Governor Ueda eyed
Neutral,RBA to hold cash rate at 360 in May but may need to raise again – Reuters poll
Positive,GBPUSD Price Analysis Gathers strength for a sustainable move above 12500
Negative,EURUSD A move above 11120 appears not favoured – UOB
Negative,AUDUSD drops sharply towards 06600 as USD Index regains strength RBAFed policy in focus
Positive,GBPUSD Extra advance appears on the cards above 12550 – UOB
Positive,USDJPY Price Analysis Rally inspired by continuation of BoJ’s ultra dovish policy approaches 13500
Positive,BoJ’s Ueda Appropriate to continue monetary easing to achieve 2 inflation target with wage growth
Neutral,BoJ’s Ueda Todays policy decision took into account financial turmoil since March
Positive,USDJPY builds on BoJinspired rally jumps to its highest level since March 10
Negative,AUDUSD Downward momentum picks up pace – UOB
Negative,German Gross Domestic Product arrives at 0 QoQ in Q1 vs 02 expected
Neutral,Euro coils in a triangle in the 110s ahead of Eurozone GDP data policy decisions
Negative,EURUSD breaks below 11000 to print 2day lows focus remains on key data
Negative,RBA preview An extended pause – TDS
Negative,USDJPY moves to a new session low and looks toward the 100 day MA
Neutral,USDJPY faces extra range bound near term – UOB
Neutral,Eurozone Preliminary GDP expands by 01 QoQ in Q1 vs 02 expected
Neutral,ECB Preview The art of compromise – Danske
Negative,AUDUSD drops to its lowest level since March 10 further below 06600 ahead of US PCE
Neutral,EURUSD Technical Analysis
Neutral,When is the US March PCE Price Index and how could it affect EURUSD
Negative,Germany Annual HICP inflation declines to 76 in April vs 78 expected
Positive,USDJPY sticks to BoJ inspired strong gains trades above 13600 postUS PCE Price Index
Positive,EURUSD bounces off lows and retakes 11000
Positive,GBPUSD hits twoweek high looks to build on momentum beyond 12500 mark
Positive,GBPUSD stretches to the upside
Positive,AUDUSD got close to the 2023 low but found buyers
Positive,EURUSD Keeping a buy on dip mentality – TDS
Neutral,EURUSD rebounds Fed considers tightening as US inflation sticks
Neutral,Forex Today Busy week ahead with Fed ECB RBA ISM NFP and more
Positive,GBPUSD Price Analysis Climbs to 11month highs as buyers eye 12600
Positive,EURUSD Room for rebound to extend – MUFG
Positive,USDJPY Price Analysis Trades nearby six week highs above 13620s
Positive,The USDJPY is soaring after BOJ decision. The GBPUSD tries another upside break.
Neutral,GBPUSD retraces the pairs declines.  Another up and down day for the pair
